sample_id,text,label,model,generation_round
qwen3-8b-0-8e8d63ade9,"Hôm nay mình đã có một khoảnh khắc thật sự thoải mái và vui vẻ khi được tự do chi tiêu một cách dễ dàng mà không cần lo lắng về những khoản phát sinh ngoài kế hoạch. Mình đã dành cả buổi chiều để mua những thứ mình thực sự cần và muốn, từ những món đồ nhỏ xinh trong cửa hiệu đến những cuốn sách mà mình đã nghĩ ngợi lâu nay. Cảm giác được thỏa sức lựa chọn, không phải vì muốn phô trương mà chỉ vì mình xứng đáng có một chút niềm vui giản dị như vậy. Mình không cần phải tính toán hay đắn đo, chỉ cần tận hưởng sự linh hoạt trong cách dùng tiền của mình. Đó là một loại tự do rất nhỏ, nhưng lại khiến mình thấy trọn vẹn và hài lòng trong ngày.",0,Qwen3-8B,1
llama-3-8b-instruct-6-67d5bd4c0d,"Tôi không thể tin là đã làm xong một ngày trôi qua. Nhiệm vụ của tôi lại tiếp tục dồn dồn, không có thời gian nghỉ ngơi. Nhưng có một khoảnh khắc đặc biệt trong ngày, tôi làm một lỗi nhãn quan và lại phải tìm lại từ đầu. Mặc dù cảm giác giận dữ lắm, nhưng cuối cùng tôi vẫn cười vì mình là người thường bị nhãn quan ""lên"" trong các cuộc họp. Ah, kinh nghiệm thực tập!",6,Llama-3-8B-Instruct,1
llama-3-8b-instruct-0-df70d959a0,"Hôm nay tôi bị ốm ải nên phải ngủ ngòm cả ngày. Nhưng may mắn, người nhà có giúp đỡ nên tôi không phải chịu đựng cảnh bị ốm ải một mình. Tôi cảm thấy rất may mắn vì có người gần gũi và quan tâm.

Vì thế, sáng nay tôi được đi thăm viện y tế và được bác sĩ giao kết thuốc. Sau đó, tôi về nhà và được người nhà chăm sóc. Tôi cảm thấy rất thoải mái và nhẹ nhàng. Được người nhà chăm sóc, tôi cảm thấy như thể đã được nghỉ ngơi trong một bệnh viện.

Tôi cảm thấy rất may mắn vì có người nhà quan tâm và chăm sóc. Tôi không bao giờ ngờ rằng, người nhà sẽ giúp đỡ tôi đến như vậy. Tôi cảm thấy rất vui khi được người nhà chăm sóc. ðŸ’š",0,Llama-3-8B-Instruct,1
qwen3-8b-3-160d97c4e0,"Ngày hôm nay, mình thật sự cảm thấy như đang đứng giữa một đám mây đang bay về phía mặt trời — không biết mình đang ở đâu, đang làm gì, hay có đang thật sự tồn tại không. Nhìn vào tin nhắn ""Bạn đã bị xóa khỏi danh sách kết bạn"" của người ấy, mình nghĩ trong đầu rằng chắc chắn mình đã bị xóa từ lâu rồi, mà mình vẫn chưa nhận ra. Đêm qua, mình mơ thấy anh ấy nhắn tin lại, rồi mình vội vã nhắn lại, kết quả là mình mộng tưởng đến mức không dám tin vào mắt mình. Mình sợ rằng mình sẽ không bao giờ dám tin vào một điều gì nữa, kể cả khi ai đó thật sự quan tâm đến mình. Nhưng mà, thật ra, mình vẫn muốn tin vào một điều gì đó — dù là điều gì đi nữa.",3,Qwen3-8B,1
llama-3-8b-instruct-6-309e14addb,"Mẹ tôi gọi tôi vào bếp, hỏi tôi còn yêu anh nữa không. Tôi ngạc nhiên, không hiểu sao mẹ lại hỏi như vậy. Tôi nghĩ mẹ biết chuyện tôi và anh đã chia tay, nhưng mẹ lại hỏi như thể không biết. Tôi cảm thấy giằng xé, không biết nên nói gì. Mẹ lại hỏi nữa, và tôi nói một cách vắn tắt, không thể nói hết cảm xúc trong lòng. Tiếp, mẹ lại nói với tôi về chuyện anh, và tôi nghe thấy như thể mẹ thật sự tin rằng tôi sẽ quay lại với anh. Tôi cảm thấy chán nản, nghĩ mẹ không hiểu rằng tôi đã thay đổi. ðŸ’",6,Llama-3-8B-Instruct,1
llama-3-8b-instruct-0-fc839ece82,"Tôi còn nhớ mùi hương của cà phê sữa đang nấu trên bếp, đã làm tôi nghi ngờ về hôm nay. Mẹ đã nấu sáng sớm, mùi hương thơm ngào ngào, mùi pha lê của sữa và cà phê hòa quyện lại với nhau tạo thành mùi hương đỗi một.

Tôi còn nhớ cách mẹ đã nói với tôi, ""Ngày mai, bạn và anh em sẽ đi chơi, đi lại và xem phim, tôi đã nấu cà phê sữa cho bạn"". Mẹ có thể đoán xem tôi sẽ rất hào hứng và dễ chịu. Cả ngày hôm nay, tôi và anh em đều cười, nói chuyện và chia sẻ, như là chúng tôi đang sống trong thế giới của chúng.

Sáng hôm nay, tôi đã không để ý nhiều đến công việc, đã để cho thời gian để thư giãn với những người thân. Cảm xúc của tôi lúc này là rất thoải mái và dễ chịu. Ngay cả khi có một chút lo lắng, nhưng tôi đã không để ý đến, vì tôi đã có thể nhớ về hôm nay.",0,Llama-3-8B-Instruct,1
llama-3-8b-instruct-6-b7334461b3,"Tôi vừa nằm xuống giường, xong một ngày khá buồn tẻ. Mấy việc làm quen thuộc, không có gì để hò hẹn. Nhưng có một khoảnh khắc khiến tôi giật mình, một chút giấc mơ. Tôi vừa đi tiểu, ra ngoài, và bị gió mạnh吹 bay khỏi tay. Tôi ngã xuống, và cười. Cười là cách tôi tìm lại hạnh phúc, thậm chí trong giấc mơ.

Giờ đã gần nửa đêm, và tôi cảm thấy buồn tẻ, nhưng không buồn. Buồn tẻ là cảm xúc thường của tôi, nhưng giờ tôi cảm thấy có gì đó hơn. Cảm ơn gió mạnh đó, vì nó đã dạy tôi rằng, ngay cả trong giấc mơ, hạnh phúc cũng có thể tìm lại.",6,Llama-3-8B-Instruct,1
llama-3-8b-instruct-1-7ce6da935d,"Cái chết của chiều nay tôi cảm thấy không có sức sống. Lòng tôi cứ rối bó, nhớ lại những ngày còn khỏe mạnh. Tôi có tưởng rằng mình sẽ bao giờ cũng mạnh mẽ như những ngày trước, nhưng giờ nay tôi lại phải ngồi thẫn thờ, không dám nghĩ đến tương lai.

Tâm trí tôi cứ lo lắng, lo sợ về tương lai. Tôi lo lắng về tương lai và lo lắng về những ngày còn lại. Tôi không biết tôi sẽ bao giờ lại khỏe mạnh như những ngày trước. Tôi không biết tôi sẽ bao giờ lại có thể làm những việc tôi thích.

Tôi cảm thấy như là đang trong một giấc ngủ dài, không biết lúc nào sẽ thức dậy. Tôi lo lắng và lo sợ về những ngày còn lại. Tôi không biết tôi sẽ bao giờ lại có thể sống với mình.",1,Llama-3-8B-Instruct,1
llama-3-8b-instruct-0-bbfc32ff31,"Hôm nay tôi và anh em đến thăm bác dượng, ngôi nhà cũ của chúng tôi. Tôi chưa từng ghé thăm nơi này kể từ khi con gái bác dượng qua đời. Không phải vì tôi không nhớ về bác dượng, nhưng có điều gì đó khiến tôi không muốn đi. Tuy nhiên, hôm nay anh em khuyên tôi nên đi, nói rằng con gái bác dượng vẫn nhớ tôi. Tôi không thể không đi nữa.

Trên đường đi, anh em tôi và tôi ngồi nói chuyện về quá khứ và hiện tại. Tôi kể lại chuyện hồi tiểu học, anh em kể lại chuyện khi chúng tôi học đại học. Bác dượng và cháu chít trò chuyện về cuộc sống và giá trị của gia đình. Tôi cảm thấy rất vui, như thể mình đã trở lại tuổi thơ. Thật khó tin, nhưng con gái bác dượng và những kỷ niệm đã trở lại trong tôi.",0,Llama-3-8B-Instruct,1
qwen3-8b-2-53ad401567,"Sáng nay tôi nhận được tin rằng dự án nhỏ của mình đã được chọn để triển khai, cảm giác như cả một khối căng thẳng trong người bỗng tan chảy thành những hạt nhẹ nhàng. Không phải vì thành công lớn, mà chỉ là một bước nhỏ, nhưng vẫn khiến tôi thấy mình đang tiến đúng hướng.",2,Qwen3-8B,1
llama-3-8b-instruct-0-f5e33d811a,"Hôm nay mình đi chơi với anh ruột sau một tuần dài công việc. Anh ruột còn sống ở thành phố khác, nhưng hôm nay anh về thăm. Mình cảm thấy hơi bối rối, vì trong một tuần vừa rồi mình và anh ruột chỉ có thể nói chuyện qua điện thoại.

Nhưng khi anh về thăm, mọi chuyện trở nên khác nhau. Mình và anh ruột ngồi nhau, nói chuyện về các bộ phim mới, các ca khúc hay nhất, và những bí mật đời sống. Mình cảm thấy nhẹ nhõm, như mình được thoát khỏi những bận tâm của cuộc sống.

Hôm nay, mình lại nhớ về những ngày đầu tiên khi hai người yêu nhau. Mình và anh ruột đã đi tìm hiểu nhau, và sau đó, mình quyết định yêu anh. Mình cảm thấy vui vẻ, vì trong một tuần dài công việc, mình đã được thư giãn với người mình yêu. Mình mong may mắn vẫn sẽ tiếp tục, và trong tương lai, hai người sẽ có nhiều khoảnh khắc vui vẻ cùng nhau.",0,Llama-3-8B-Instruct,1
llama-3-8b-instruct-6-b33c9881d7,"Tôi đi ra sân sau chiều nay, trời mát lạnh, thoáng gió nhẹ. Đêm nay đã về, có lẽ vì thế mà trời trở nên yên ắng hơn. Tôi ngắm nhìn lên trời, thấy sao nhiều vì sao nhỏ như những điểm nhỏ trên áo. Tâm hồn tôi an nhiên, như thể những lo lắng, những phiền não đã được giải trừ. Có lẽ vì thế, tôi lại cảm thấy nhẹ nhàng, thoải mái hơn. Ngược lại, tôi lại nhớ về những ngày xuân, những ngày hè, những ngày thu, những ngày đông, và cảm nhận được sự thay đổi về mùa. Có lẽ vì thế, tôi lại càng thêm yêu quý và trân trọng hơn mùa xuân.",6,Llama-3-8B-Instruct,1
llama-3-8b-instruct-0-7192065c41,"Hôm nay, sau khi hoàn thành công việc, tôi đi ăn với đám bạn thân. Lúc ấy, chúng tôi cười, nói chuyện và chia sẻ về sự kiện này. Tôi cảm thấy nhẹ, hạnh phúc và tự nhiên hơn sau khi đã giải quyết khó khăn.",0,Llama-3-8B-Instruct,1
llama-3-8b-instruct-2-6ef4641e3b,"Mẹ gọi điện nói mẹ ơi, mẹ lại dối với con. Cứ nói con có thể hiểu, nhưng thực ra mẹ lại không tin con. Con đã giải thích nhiều lần, nhưng mẹ lại không lắng nghe. Con thậm chí đã ngắt điện, nhưng mẹ lại không để con yên. Con chán nản, không biết mẹ có phải là ai.

Con nhớ ngày xưa, mẹ lại không tin con, con đã buồn lắm. Con cố gắng sống với hiện tại, nhưng con không thể quên. Con không thể quên lần mẹ lại dối với con. Con không thể quên mẹ lại không tin con. Con chán nản, con không biết mẹ có phải là ai. Con cảm thấy mình bị mẹ từ chối, con cảm thấy mình không được tin. Con cảm thấy mẹ lại không hiểu con. Con cảm thấy con không thể nào sống với mẹ.",2,Llama-3-8B-Instruct,1
llama-3-8b-instruct-3-bdeb22209b,"Em cứ nghĩ về tương lai, tim lại đập nhanh. Em sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Đôi khi em cảm thấy mình được ép vào một vị trí không thể thoát, và không biết mình sẽ làm gì.",3,Llama-3-8B-Instruct,1
llama-3-8b-instruct-5-a7c213bdd3,"Em nhớ hôm nay, khi mở sổ học để ôn lại phần thi, em nhận được tin nhắn từ trường rằng kết quả thi đã được công bố. Em ngồi yên một lát, không tin nổi vào tai mình, phải đọc lại đến hai ba lần mới dám chắc là thật. Em tưởng tượng mình sẽ trở nên khốn nạn, phải học lại toàn bộ kỳ học. Nhưng khi mở sổ học và xem kết quả, em phát hiện mình đã đỗ với điểm cao. Em khẽ cười, vì em đã quá lo lắng, và giờ thì em cảm thấy như thể đã được ban thưởng. Em viết lại kết quả này vào sổ nhật ký để nhớ lại khoảnh khắc hóm hóm này.",5,Llama-3-8B-Instruct,1
qwen3-8b-0-a05c11c225,"Hôm nay tôi đã hoàn thành một dự án nhỏ mà mình đã cân nhắc suốt một tuần nay. Mỗi bước tiến, dù nhỏ, đều khiến tôi thấy hài lòng và thấy mình đang tiến gần hơn đến mục tiêu. Không phải là một chiến thắng vang dội, nhưng cảm giác biết mình đã làm được phần nào, dù chỉ là một phần nhỏ trong toàn bộ kế hoạch, khiến tôi cảm thấy nhẹ lòng. Có lẽ vì điều đó, tôi cảm thấy hôm nay thật sự vui vẻ, không phải vì điều gì quá lớn lao, mà chỉ vì mình đã thực sự hoàn thành điều gì đó của bản thân.",0,Qwen3-8B,1
llama-3-8b-instruct-5-bd76f55479,"Lần nào tôi lại đánh chẹt tiền! Mẹ tôi gọi tôi vào phòng, nói rằng mình có thể vay một số tiền từ ngân hàng để mở một cửa hàng mới. Tôi không thể tin nổi, nghĩ rằng mình là một người quá trẻ để có thể làm những chuyện lớn như vậy. Mẹ tôi cười và nói rằng mình đã nghĩ đến tất cả, thậm chí đã tìm một người để giúp đỡ. Tôi rất hạnh phúc, nghĩ rằng mình sắp có thể thực hiện giấc mơ của mình.",5,Llama-3-8B-Instruct,1
qwen3-8b-0-651ca56393,"Hôm nay mình bị người mình thích từ chối rồi, lòng mình như bị ai đó kéo xuống dưới, nặng nề quá. Nhưng rồi mình lại nhớ đến lúc mình và người đó cùng cười, cùng nói chuyện, có những khoảnh khắc thật vui, thật dễ chịu. Cảm giác như mình đã được sống thật, không phải giả vờ, không phải cố ý làm ra vẻ. Mình không biết tại sao lại xảy ra chuyện này, nhưng mình biết rằng mình đã thật sự tận hưởng những gì mình có, dù là ngắn ngủi. Có lẽ đau lòng cũng tốt, vì ít nhất mình đã không bỏ qua cảm xúc của mình.",0,Qwen3-8B,1
llama-3-8b-instruct-2-0f8bf8c74c,"Tôi vừa trải qua một khoảnh khắc khó quên. Sáng nay, tôi đến viện y khoa để khám nghiệm lại tình trạng sức khỏe của mình. Mặc dù đã chuẩn bị tâm lý để nghe tin không hay, nhưng khi bác sĩ đưa ra kết quả, tôi lại cảm thấy giận dữ. Tôi tưởng rằng mình đã chuẩn bị đủ, nhưng khi nghe tin, cảm giác tức giận lại lấp đầy toàn bộ tôi.

Tôi không hiểu tại sao họ lại không xem xét đến sự khó khăn của mình. Mọi người cứ nói ""tôi bị bệnh, tôi phải nghỉ ngơi"" nhưng họ lại không để ý đến tôi. Họ chỉ chú trọng đến bệnh của họ, không quan tâm đến tôi. Tôi cảm thấy như thể mình là một vật vô giá trị.

Tôi cảm thấy giận dữ, tức giận, và đau buồn. Tôi không muốn nói với ai, không muốn gặp ai. Tôi chỉ muốn đóng sầm cửa lại, ngồi im một lúc, và nguyền xả hết cảm xúc này đi.",2,Llama-3-8B-Instruct,1
qwen3-8b-3-cb88b79f20,"Tối qua mình ngủ không yên, cứ mơ thấy mình bị sốt cao mà không biết làm sao. Mấy hôm nay thấy mệt, ăn không ngon, nhưng vẫn cố gắng không để lộ ra. Buổi sáng hôm nay mình cố gắng dậy sớm, nhưng chân tay run rẩy, như thể cơ thể mình đang kêu cứu. Mình lo lắng vì không biết mình có thể làm gì, chỉ mong rằng đừng bị bệnh nặng, đừng để mọi người lo lắng. Mình sợ không đủ sức để chống lại cái bệnh này, sợ mình sẽ phải ở nhà, sợ mọi thứ sẽ rối tung lên. Nhưng rồi mình lại tự nhủ, dù sao mình cũng phải cố gắng, phải giữ vững tinh thần.",3,Qwen3-8B,1
qwen3-8b-3-78681a705b,"Tôi ngồi trong phòng trống vắng, tay nắm chặt tờ báo cáo còn nguyên vẹn, lòng đầy lo lắng. Mỗi lần nghĩ đến buổi họp sáng mai, tim lại như muốn trào lên, sợ mình không đủ sức để hoàn thành những gì đã hứa.",3,Qwen3-8B,1
qwen3-8b-1-c2e0b62a42,"Tối nay mình không buồn vì ai, mà buồn vì mình không biết mình đang buồn vì chuyện gì. Mới vừa rồi mình cố gắng quên đi cái cảm giác đau xót ấy, nhưng khi nghĩ lại, tim mình vẫn như bị ai đó chọc nhẹ, khiến mình không thể ngủ.",1,Qwen3-8B,1
llama-3-8b-instruct-1-0f3d95fe96,"Con dường như đã bị mùa đông chìm đắm. Vài ngày nay, không khí lạnh thấu đến tận xương đỉnh, làm cho con cảm thấy như thể đang bị giam cầm trong một cái đèo, không có lối thoát.

Con nhớ lại những ngày mùa xuân, khi ánh mặt trời vẫn toả sáng, gió vẫn êm ả, và con đi lại trong những khu vườn xanh, thoáng thoáng. Bây giờ, những ngày đông đã đến, và con không thể tìm thấy chút nào của ánh sáng, của gió, của mùa xuân.

Con cảm thấy trống rỗng, lạnh, và buồn. Con không có gì để làm, không có ai để chia sẻ với. Con chỉ còn lại với những giấc mơ về mùa xuân, và những giấc mơ đó càng trở nên xa hơn ngày một. Con chỉ biết ngồi yên, ngó ra ngoài, và chờ ngày xuân đến lại.",1,Llama-3-8B-Instruct,1
llama-3-8b-instruct-0-f0867050c2,"Tôi vừa trải qua một ngày đặc biệt. Vừa qua, tôi có chuyện với một người quen, và cảm thấy như được sống một giấc mơ. Chúng tôi ngồi xuống, nói chuyện lâu dài, và tự nhiên thấy gần nhau hơn. Khỏi những suy nghĩ, khéo những cảm xúc, chúng tôi vừa sống trong khoảnh khắc đó.",0,Llama-3-8B-Instruct,1
llama-3-8b-instruct-4-d913594ce8,"Tôi đang quay lại phòng làm việc sau một giờ tập dượt, cảm giác không hay. Nhìn thấy người trợ lý ngồi đó, tôi cảm thấy ghê đến tận đạm. Ông ta ngồi ngòm với màn hình máy tính, không quan tâm đến ai khác. Tôi không hiểu sao ông ta có thể làm chuyện như vậy, không có chút tâm sự, chỉ tập trung vào công việc của mình. Cảm giác u ái và chán nản chìm đắm tôi, tôi chỉ muốn quay đi, rời khỏi tất cả.",4,Llama-3-8B-Instruct,1
qwen3-8b-3-1da93fd6c6,"Tôi ngồi trước màn hình, tay run run khi lướt qua những dòng trạng thái của mình. Cái cảm giác ấy quen thuộc như những ngày xưa, khi tôi còn sợ hãi rằng mọi điều mình chia sẻ sẽ bị hiểu sai, hoặc tệ hơn, bị đánh giá. Giờ đây, tôi vẫn cảm thấy nỗi sợ đó, nhưng tôi biết mình không thể tránh khỏi nó. Trong thế giới ảo, mỗi lời nói đều có thể bị phóng đại, và tôi chỉ muốn giữ cho mình một khoảng trống an toàn, không ai hiểu, không ai thấy.",3,Qwen3-8B,1
qwen3-8b-6-dc5d2ebef8,"Hôm nay mình ngồi trong phòng, vừa xem lại những hình ảnh cũ trên điện thoại, bỗng thấy lòng mình bỗng dưng nhớ về những ngày tháng xưa, như thể đang sống lại những kỷ niệm ấy. Mình không biết tại sao, chỉ cảm thấy lòng mình nhẹ nhàng, như được xoa dịu sau một ngày dài mệt mỏi.",6,Qwen3-8B,1
llama-3-8b-instruct-3-2d93de403a,"Tĩnh lặng trong chiều nay, tôi ngồi trên ghế, nhìn ra ngoài cửa sổ. Sợ hãi và lo lắng cứ âm ỉ trong tim. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Sợ mình không đủ khả năng chống lại sự thất bại. Tất cả những điều ấy khiến tôi cảm thấy như đang bị nghiền nát. Từng giấc mơ đẹp về tương lai đã bay thoát, và tôi phải đối mặt với sự thật rằng, những điều không thể thay đổi. Sợ hãi và lo lắng cứ mãi luyến, như một mảnh giấy bén trong tim, không thể tắt.",3,Llama-3-8B-Instruct,1
llama-3-8b-instruct-6-c9a39a1f66,"Tối nay, tôi ngủ không ngon. Vừa mới buông đầu, gió lại thổi to. Cảm giác như trời đang bão, tôi quay lại giường và nằm xuống. Tránh không kịp mở cửa sổ, nhưng gió đã tràn vào trong phòng. Tôi cảm thấy rất lạ, như thế nào gió lại có thể tràn vào như vậy.

Mặc dù tôi chưa từng trải nghiệm bão, nhưng tôi cảm thấy hơi sợ. Cảm giác như thế nào, gió lại có thể thay đổi ý định của tôi. Trước đó, tôi định ra ngoài chơi, nhưng giờ tôi lại thay đổi kế hoạch. Cảm giác như thế nào, gió lại có thể thay đổi tôi.",6,Llama-3-8B-Instruct,1
qwen3-8b-0-b55e12d287,"Hôm nay mình vừa hoàn thành dự án nhỏ mà mình dành cả tuần để chuẩn bị, cảm giác thật là vui sướng. Nhìn lại những gì mình đã làm xong, mình tự nhủ rằng mình đã thật sự cố gắng và không hối tiếc.",0,Qwen3-8B,1
qwen3-8b-5-e58887f4bd,"Sáng nay, tôi đang dọn dẹp trong nhà thì nghe tiếng cửa vang lên. Mở ra, tôi giật mình khi thấy mẹ đang đứng ngoài cửa, tay cầm một túi ni lông to. Tôi không kịp hỏi lý do, mẹ đã cười và đưa túi cho tôi, nói rằng đã mua một món quà bất ngờ cho tôi. Trong giây lát, tôi thật sự bất ngờ, không ngờ mẹ lại có thời gian và ý tưởng để làm điều đó. Cảm giác ấy như một cái kết thúc đầy bất ngờ trong một câu chuyện mà tôi không hề nghĩ tới.",5,Qwen3-8B,1
qwen3-8b-4-80c443e5a2,"Tối qua mình có một thành công nhỏ, dù không lớn nhưng mình thấy vui và tự hào. Là mình đã hoàn thành được một dự án mà mình nghĩ sẽ mất cả tuần, nhưng nhờ kiên trì và không bỏ cuộc, mình đã làm xong trước deadline. Khi nghĩ lại, mình thấy hơi ghét chính mình vì lúc đầu còn chán nản, không muốn làm nữa, nhưng rồi lại cố gắng lên. Mình không thích khi bản thân yếu đuối, nhưng cũng không muốn lừa mình rằng mình mạnh mẽ hơn thực tế. Có những ngày mình thấy mình thật sự khó chịu, nhưng rồi lại thấy mình vẫn đang tiến bộ, dù chỉ là một chút. Đôi khi mình cũng tự ghét vì mình không đủ kiên nhẫn để sống tốt hơn.",4,Qwen3-8B,1
qwen3-8b-6-c445f8fc59,"Hôm nay mình có một khoảnh khắc thật nhỏ nhưng cảm thấy mình vui lắm. Khi mình đang lướt mạng xã hội, thấy một hình ảnh cũ của mình, mình bỗng nhớ lại những ngày trước đây, và cảm thấy như mình đang sống lại. Không phải gì lớn lao, nhưng mình thấy mình thật may mắn.",6,Qwen3-8B,1
llama-3-8b-instruct-0-d2b82dc270,"Hôm nay học xong buổi chiều, cảm giác thoải mái, không còn lo nghĩ về đề tài. Được học cùng group study, có thể hỏi lại, giải đáp, học được nhiều thứ. Phải nói là cảm thấy nhẹ nhàng, không còn stress nữa.",0,Llama-3-8B-Instruct,1
qwen3-8b-4-f0542b94c0,"Chiều hôm qua, mình có dịp chứng kiến một đoạn video trên mạng xã hội, và cảm giác ghê rợn đến mức mình không thể rời mắt khỏi màn hình. Hình ảnh những người ngồi xếp piste, cười đắc thắng, nói những lời lẽ thô tục và vô văn hóa khiến mình vô cùng khó chịu. Mình không hiểu sao một nền tảng vốn dĩ được kỳ vọng sẽ lan tỏa giá trị lại trở thành nơi lưu giữ những điều vô cùng tệ hại. Cảm giác ghê gớm không phải vì sự bất kính mà vì sự vô cảm của người xem — họ cười, chia sẻ, thậm chí còn khen những gì mình cảm thấy muốn nôn lên. Trong khoảnh khắc đó, mình thấy mình thật sự muốn quay lại thời gian, để không phải chứng kiến những điều ấy.",4,Qwen3-8B,1
llama-3-8b-instruct-3-e6fc775e49,"Em thấy lo lắng quá, cứ nghĩ đến ngày mai là tim lại đập nhanh. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Em mới nhập trường, em cần phải tìm kiếm công việc, cần phải có đủ tiền để trả tiền học phí. Em lo rằng mình sẽ không có đủ tiền, sẽ không có tương lai. Em cảm thấy kinh khủng, không biết phải làm gì.

(Các câu nhỏ hơn 6 câu)",3,Llama-3-8B-Instruct,1
qwen3-8b-0-8f2ab489a4,"Hôm nay mình đi chơi với nhóm bạn trên mạng xã hội, vừa livestream vừa kể chuyện, cười đà, ai nấy đều vui vẻ. Mình thấy lòng nhẹ nhõm, như được giải tỏa hết những căng thẳng trong ngày. Nhìn thấy những bình luận và tin nhắn của bạn bè, mình thấy mình thật sự đang ở trong một khoảnh khắc thật đặc biệt và đáng nhớ.",0,Qwen3-8B,1
llama-3-8b-instruct-1-52bb5fa398,"Tôi ngồi trong tối hôm nay, nhớ lại chuyện thuế của mình. Tôi đã trì hoãn việc nộp thuế đến giờ này, nhưng giờ thì phải nộp. Tôi cảm thấy rất buồn, như có một gánh nặng chìm trong lòng. Tôi không hiểu tại sao tôi lại để cho vấn đề này kéo dài đến thế.",1,Llama-3-8B-Instruct,1
qwen3-8b-0-e5a3623fd1,"Sáng nay, cả nhà mình đi chợ gần nhà, mua vài thứ cần dùng, rồi ngồi lại ăn trưa cùng nhau. Không có gì đặc biệt, nhưng cảm giác được quây quần bên nhau, trò chuyện vui vẻ, ăn uống ngon miệng, khiến tôi thấy lòng nhẹ nhõm và hạnh phúc hơn nhiều. Đôi khi, sự bình dị ấy mới là thứ khiến ngày trở nên ý nghĩa.",0,Qwen3-8B,1
llama-3-8b-instruct-3-11a0c2dd17,"Tôi vừa có một ngày không ngon, thể trạng tôi rất xấu. Mệt mỏi và đau ốm, cứ nghĩ đến việc phải đi khám bệnh viện mới dậy lên. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Tim tôi lại đập nhanh, như thể có một con chuột ẩn trong bụng. Nhưng dù sao, tôi vẫn phải vật lộn, cứ nghĩ rằng may mắn sẽ giúp tôi vượt qua. Dù sao, tôi vẫn trốn né tránh, cứ nghĩ rằng bệnh viện sẽ không phải là nơi tôi muốn tới. Sợ mất, sợ hãi, sợ sệt... Mà sao? Tôi lại phải mạnh mẽ hơn, lại phải chiến đấu hơn. Thật là mệt mỏi.",3,Llama-3-8B-Instruct,1
llama-3-8b-instruct-2-2fd097de0b,"Mình lại ngã về chuyện chi tiêu. Mình tưởng mình đã control được chi tiêu của mình, nhưng hôm nay lại bị đẩy vào một tình huống khó xử. Mình vô ý mua một món đồ đạc mới và lại bị thuyết phục thêm một món khác nữa. Mình thậm chí không biết mình đã chi bao nhiêu và đang lo lắng về số tiền mình sẽ phải trả.

Mình tức lắm vì mình đã hứa với mình sẽ tiết kiệm hơn, nhưng nay lại trở thành một người mua sắm bừa bãi. Mình cảm thấy mình đang bị đẩy vào một vòng luân chuyển khó thoát. Mình không biết mình sẽ làm sao để vượt qua tình huống này. Mình chỉ biết mình cảm thấy mình đang bị tóm trong một lưới chi tiêu và không thể thoát ra.",2,Llama-3-8B-Instruct,1
qwen3-8b-0-a7f40c403e,"Hôm nay cả nhà ăn cơm chiều cùng nhau, mẹ nấu món mình thích, ba kể chuyện xưa, em thì ngồi bám vào ghế ăn như cá mập. Mình thấy lòng ấm áp, không cần nói gì nhiều, chỉ cần được ở bên nhau là đã thấy trọn vẹn.",0,Qwen3-8B,1
llama-3-8b-instruct-5-296694cf22,"Tôi vừa nhận được tin báo rằng người quen có thai. Tôi không thể tin nổi, cứ đọc lại đến hai ba lần mới dám chắc là thật. Giật cả mình, cảm thấy rất vui mừng và ngạc nhiên.",5,Llama-3-8B-Instruct,1
qwen3-8b-4-7568619822,"Đã thi xong môn học kinh dị, ngồi trong phòng trống, nhìn vào tấm giấy A4 đầy những con số và chữ in đậm, mình bỗng thấy ghê rợn. Nhìn vào những con số kia như đang nhìn vào một bộ phim kinh dị, không biết sao mình lại phải ngồi đây, vun vén từng con số như đang cúng bái.",4,Qwen3-8B,1
llama-3-8b-instruct-2-348ecb3c95,"Tôi vô cùng giận vì sáng nay lại bị yêu cầu nộp một khoản tiền phạt nữa. Mẹ của tôi lại nợ tiền và lại bỏ lại cho tôi giải quyết. Tôi đã lập tức nghĩ đến những ngày tháng tôi đã lao động chăm chỉ để kiếm tiền, để trả nợ, để sống. Ai dám bảo tôi có thể chịu nổi cảnh được gánh vác hết? Tôi đã cố gắng chịu đựng nhưng nay tôi lại phải tiếp tục gánh chịu. Ít ai hiểu nỗi đau của tôi. Ít ai có thể chia sẻ với tôi.",2,Llama-3-8B-Instruct,1
qwen3-8b-2-46d2c35c13,"Sáng nay, tôi có cảm giác như toàn thân đang bị ai đó bóp nghẹn, không thở được. Những lời nói của người khác, dù có phần chính xác, vẫn khiến tôi cảm thấy đau lòng vì cảm thấy mình bị hiểu lầm hoàn toàn. Tôi không biết làm sao để giải thích, vì càng nói lại càng cảm thấy mình như đang làm tổn thương người khác. Cảm giác ấy không chỉ là giận dữ, mà còn là nỗi đau trong thâm tâm, như một cái gì đó đang bóp nghẹn từng hơi thở của tôi.",2,Qwen3-8B,1
