sample_id,text,label
llama-3-8b-instruct-2-e774338426,"Tôi thực sự bị giận một cách mãi mãi vì sao người ta lại không tin vào những điều mình nói. Có khi nào họ hỏi tôi về bệnh tật, tôi sẽ nói ra một cáchstraightforward, nhưng họ lại cứ thế, như thể tôi nói không có nghĩa gì. Tôi tưởng tượng ra họ hỏi tôi ""Tại sao anh lại bị ốm vậy?"" và tôi sẽ trả lời ""Vì tôi không運動, không ăn ngon, không ngủ đủ giấc"", nhưng họ lại cứ thế, không muốn tin.

Tất nhiên, sau này tôi có thể sẽ tìm ra cách nói khác, nhưng lúc này, tôi chỉ muốn phàn phàn và than phiền. Tôi thậm chí không muốn ai khác biết điều này, chỉ muốn đóng sầm cửa lại, ngồi im một lúc và hà hỏa. Cái gì nữa, người ta lại hỏi tôi nữa? Xin cho tôi một chút hòa bình!",
qwen3-8b-3-01aab0098b,"Chiều nay ngồi trước bàn học, tay run run lật từng trang giấy, lòng như nặng trĩu, sợ rằng mình không đủ sức để vượt qua những thử thách ngày mai.",
qwen3-8b-3-f43b226443,"Tôi luôn lo lắng mỗi khi nghĩ đến khoản tiền dành cho tháng này, sợ mình sẽ không đủ để chi trả những điều thiết yếu, sợ rằng mọi thứ sẽ vượt quá khả năng của mình.",
llama-3-8b-instruct-5-8cb5542090,"Tôi vừa nhận được tin báo rằng người thân trong gia đình đang khỏe mạnh hơn trước. Ngay cả khi đọc lại tin đó hai ba lần, tôi vẫn không tin được vào tai mình. Cảm xúc trong tôi như một cú đấm mạnh mẽ, làm cho tôi giật cả mình.",
qwen3-8b-2-2aa2bff6a6,"Buổi sáng nay trời mưa, cái lạnh se se khiến không khí trong lành nhưng cũng khiến tôi thêm phần bực bội. Tôi đã mệt mỏi vì một buổi sáng kéo dài, nhưng điều khiến tôi khó chịu nhất là lúc gặp đồng nghiệp trong phòng họp. Người ấy đã hiểu sai điều tôi nói, rồi cứ nói liên mi尼亚, không chịu nghe tôi giải thích. Tôi cố giữ bình tĩnh, nhưng lòng đang chực trào lên, như thể muốn hét lên rằng ""Tôi không phải là người nói chuyện không rõ ràng"". Tôi đi về phía cửa, muốn đóng lại để khỏi nghe những lời lẽ thiếu suy nghĩ, nhưng rồi lại dừng lại, thở dài, tự nhủ rằng đôi khi sự bực tức cũng chỉ là một cách để nhắc nhở mình cần lắng nghe và thấu hiểu hơn.",
llama-3-8b-instruct-6-1272821835,"Tôi hôm nay có một ngày rất bình thường, nhưng có một khoảnh khắc khá đặc biệt. Đó là khi tôi vừa hoàn thành một dự án công việc, và nhận được phản hồi tích cực từ sếp. Tôi có cảm giác như mình đã đạt được một chút thành công, thậm chí có chút khoe khoè, haha. Xin, chỉ là một chút nhỏ, nhưng nó lại có giá trị cho tôi.",
qwen3-8b-0-4fb2059522,"Hôm nay mình có một lúc thực sự vui sướng, khi vừa uống xong ly trà chiều, ngồi trên阳台 nhìn mây bay lững lờ, cảm giác như cả thế giới đều chậm lại. Mình tự nhủ rằng, dù đời có bận rộn thế nào, vẫn cần dành thời gian để nghỉ ngơi, để ngắm những thứ nhỏ bé nhưng ấm áp như thế này.",
llama-3-8b-instruct-1-a39eb1cf14,"Tôi ngồi im lặng, nghĩ về những ngày xưa với anh. Lúc nào anh và tôi có thể ngồi bên nhau, chia sẻ giấc mơ, chia sẻ nỗi sợ. Bây giờ, anh lại đi và tôi lại ngồi đây, nhớ anh như thể hôm qua. Sầu não me lên, không biết tại sao lại hình thành.

Tôi có thể nhớ những ngày anh còn ở cạnh tôi, chúng ta có thể nói nhiều về tương lai, về ước mơ, về nỗi lo. Bây giờ, anh đã không còn và tôi lại thấy mình bị vứt bỏ. Tựa như tờ giấy trắng, tôi lại phải viết lại câu chuyện của tôi. Chứ sao anh lại đi và tôi lại lại nhớ anh.",
llama-3-8b-instruct-0-2d015c8d17,"Hôm nay, khi vừa rời khỏi quán cà phê, tôi có cảm giác vô cùng thoải mái. Cô gái tôi và tôi có một bữa tiệc dài đến chiều, chia sẻ những điều về cuộc sống, mơ ước, và cả những kinh nghiệm khó khăn. Tôi cảm thấy như mình được giải thoát khỏi những phiền toái, những lo lắng và những phiền hứng. Cũng có những lúc chúng tôi chia sẻ về những điều đau lòng, về những mất mát và những chia tay. Tuy nhiên, ngay sau đó, chúng tôi lại cười, lại chia sẻ, lại sống.

Tôi được những điều đó làm tôi nhớ lại những khoảnh khắc khó quên, những khoảnh khắc chúng tôi đã chia sẻ với nhau. Được chia sẻ những điều sâu sắc với người khác, được nghe người khác chia sẻ những điều sâu sắc với mình, có thể là một trong những điều đẹp nhất trong cuộc sống. Hôm nay, tôi có thể nói rằng, tôi đã được chia sẻ những điều sâu sắc với cô gái tôi, và đó là một điều rất đặc biệt.",
llama-3-8b-instruct-1-d9e62ad602,"Tôi nằm trên giường, không thể rời mắt khỏi tường. Não của tôi cứ đau, cảm thấy mình yếu hơn bao giờ hết. Vài ngày qua, tôi chỉ ngủ, chỉ nằm, không có năng lượng để làm gì. Sức khỏe của tôi cứ suy giảm, ai biết cho tôi cách quay lại?",
llama-3-8b-instruct-4-f10de85ec7,"Mấy ngày nay tôi thực sự không có thể chịu nổi cảm giác buồn. Hôm nay, sau khi đi khám bệnh, tôi được thông báo rằng tôi đang bị nhiễm bệnh. Tôi đã từng bị ốm dậy vào buổi sáng, và giờ thì tôi lại phải trả giá cho những hành vi tồi tệ của mình. Tín hiệu không tốt này lại một lần nữa chứng minh rằng tôi chưa thể trở thành một người có trách nhiệm với bản thân. ðŸ˜”",
qwen3-8b-6-defc8d6bca,"Sáng nay tôi thức dậy thấy người mệt mỏi, như thể cơ thể đã trao đổi hết năng lượng. Không hẳn là ốm, nhưng cảm giác hụt hẫng trong người khiến tôi nhận ra mình đang cần sự quan tâm và nghỉ ngơi thật sự.",
qwen3-8b-1-ad872ddbd3,"Chiều nay, tôi ngồi trong văn phòng, nghe tiếng máy điều hòa thổi đều đều, nhưng lòng mình lại chìm trong sự im lặng và buồn bã. Ngày hôm qua, tôi đã bị chủ nhiệm phê bình vì một lỗi nhỏ trong bản báo cáo, và dù biết rằng đó không phải là sự cố lớn, nhưng cảm giác bị chỉ trích vẫn như một gánh nặng đè lên vai. Tôi không biết mình nên trách ai, nên buồn cho ai. Những lời nói của cô ấy vang lại trong đầu tôi, khiến tôi cảm thấy mình như một người vô dụng, không đủ tốt để xứng đáng với cơ hội này. Tôi cố gắng tập trung vào công việc, nhưng mỗi lần nhìn vào màn hình, tôi lại thấy mình đang lùi lại từng bước. Có lẽ, hôm nay tôi cần dành thời gian để nghĩ lại, để hiểu rằng cảm xúc của mình không sai, và tôi cần học cách lắng nghe cũng như yêu thương bản thân hơn.",
llama-3-8b-instruct-3-022186fd3e,"Tôi vô tư lo lắng, không yên. Chừng nào nghĩ đến ngày mai, tim lại đập nhanh. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Mẹ tôi thường nói, ""Tạm cho là, mọi thứ sẽ ổn"", nhưng tôi không tin. Tôi lo lắng về tương lai, lo lắng về quyết định mình sẽ làm. Lo lắng đến nỗi ngủ không ngon, tỉnh không yên. Sợ mình là người cuối cùng bị bỏ lại sau.",
qwen3-8b-4-dae6e1ee8f,"Hôm nay tôi đi dạo ở công viên gần nhà, thời tiết mát mẻ, mùa thu đang đến, lá vàng rơi rải rác theo chiều gió. Trong lúc tôi ngồi nghỉ bên cạnh cái ghế gỗ cũ, nghe tiếng lá xào xạc, thì thấy một nhóm người đang xổ lồ rồi vứt rác xuống hố rác. Tôi không hiểu sao họ lại làm như vậy, cứ như thể họ không biết rằng những thứ họ vứt đi sẽ bị thu gom, và rồi biến mất khỏi mặt đất. Khoảnh khắc đó khiến tôi thấy buồn, nhưng hơn cả là ghét, cảm giác như cả thế giới đang buông thả mình vào sự vô thức, vô trách nhiệm. Tôi không muốn nhìn thêm nữa, chỉ muốn quay về, để tâm mình được thanh thản.",
qwen3-8b-1-e8dad5e1bc,"Sáng nay, mẹ nói sẽ đi thăm bác ốm ở bệnh viện, nhưng đến chiều mới trở về, mặt mệt mỏi, tay cầm túi ni lông đựng vài hộp thuốc. Tôi nhìn mẹ ngồi im, không nói không cười, lòng bỗng thấy chùng xuống, buồn vì không biết nên an ủi hay hỏi điều gì. Trong căn nhà yên ắng, chỉ có tiếng đồng hồ tick-tick, như nhắc nhở tôi rằng ai đó đang đau, và tôi không thể làm gì hơn ngoài việc im lặng chịu đựng.",
llama-3-8b-instruct-5-da82a182e6,"Tôi ngồi yên trong phòng một chút, vừa mới nhận được tin rằng mình được nhận một công trình mới. Não đang chạy như bắp, không tin nổi vào tai mình. Phải đọc lại đến hai ba lần mới dám chắc là thật. Nhiệm vụ dài tuần vừa được hoàn thành, và tôi lại được tin báo rằng đã được nhận một công trình mới. Tôi không thể tin vào tai mình, như thể đang nằm trong giấc mơ. Cảm xúc trong tôi bung bung, như thể được cho một đợt năng lượng mới. Ít ai ngờ, ngày nay lại có thêm một niềm tin cho tôi.",
qwen3-8b-5-57397962c8,"Tự dưng trong lúc làm việc, mình nhận được tin nhắn từ đồng nghiệp nói mình đã được khen trong buổi họp hôm qua, lúc đó mình còn tưởng là nhầm lẫn, mà mình lại không biết mình đã làm tốt đến đâu. Giờ nghĩ lại, cảm giác như có người vỗ vai mình một cái, thật bất ngờ và vui.",
qwen3-8b-5-c2697c3147,"Sáng nay nhận được tin nhắn từ người ấy, tóm tắt vài dòng, nhưng tôi đọc hoang mang vì không hiểu rõ tình huống. Cái sự im lặng kéo dài sau đó khiến tôi tự hỏi liệu có phải là họ đã chấm dứt điều gì đó giữa chúng tôi hay không. Cảm giác bất ngờ và bối rối như thể mình đang đứng giữa một cơn mưa lớn, không biết mình sẽ lao về hướng nào.",
qwen3-8b-1-41cdaa1ab5,"Sáng nay có một việc nhỏ nhưng khiến tôi cảm thấy mình đang tiến được một bước nào đó, dù không rõ là bước nào. Tôi đã hoàn thành một dự án kéo dài hai tuần, từng nghĩ rằng mình sẽ không kịp. Khi nghĩ lại, thấy mình đã vượt qua những ngày tháng tưởng chừng sẽ không bao giờ kết thúc. Nhưng vừa rồi, tôi lại ngồi im lặng trong phòng, ngắm nhìn những file tài liệu cuối cùng, và thấy lòng mình đắng nhẹ. Không phải vì thất bại, mà vì sự chênh lệch giữa những gì mình mong đợi và những gì thực sự đã xảy ra. Có lẽ, mình đang học cách chấp nhận những điều không hoàn hảo, và đôi khi, sự thật đó lại khiến mình cảm thấy buồn.",
llama-3-8b-instruct-6-a788c99a67,"Tôi có một ngày tương đối yên tĩnh. Mọi việc đều diễn ra như thường lệ. Tới chiều, tôi nhận được tin tức từ công ty rằng dự án của tôi đã hoàn thành. Em cảm thấy rất thú vị, như thế nào, như một con sóng thần giáng vào bờ, đã tạo nên một hiệu ứng khó tả trong lòng tôi. Tôi cảm thấy tự tin hơn, như nếu bản thân có thể làm những điều đáng kể, cả ngày lẫn đêm.",
qwen3-8b-1-3be4318ca8,"Tôi vừa nhận được tin vui là mình đã được mời tham gia một dự án nhỏ, dù không lớn nhưng cũng đủ để thấy mình đang tiến bộ. Rồi tôi ngồi im lặng một lúc, nghĩ đến những gì mình đã trải qua, cảm giác như có ai đó đang níu kéo tôi lại, dù không nói ra.",
qwen3-8b-0-f2f4b3bd71,"Hôm nay mình cùng nhóm bạn đi café, vừa nói chuyện vừa cười đùa, ai cũng rủ nhau chụp ảnh, thấy mình thật sự vui và thoải mái. Cả buổi như được xả stress, lòng nhẹ nhõm hơn nhiều.",
llama-3-8b-instruct-1-299a94ab58,"Tôi ngồi học đến chiều, nhưng không thể tập trung được. Mọi thứ cứ quay quanh trong đầu, những con số và vấn đề, như một cơn sóng đẩy tôi đi. Tôi nhìn ra ngoài cửa, thấy người khác enjoying their free time, không có một chút lo lắng, tôi cảm thấy buồn hơn.

Mà tôi lại nhớ lại chuyện lúc sáng, khi tôi phải lên trường để làm những bài tập, và giờ đã tới chiều, tôi còn làm rất ít. Tôi không biết vì sao, cảm thấy như thế nào, nhưng cứ ngồi đó, không dám để người khác biết. Buồn. Tạm lặng.",
llama-3-8b-instruct-3-3e168df4c9,"Tiết lộ cho tôi thấy lo lắng không yên, cứ nghĩ đến ngày mai là tim lại đập nhanh. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Tất cả những điều này làm cho tôi cảm thấy rất bối rối, không thôi thúc tôi chuẩn bị thật kỹ cho những ngày tới.",
qwen3-8b-4-ea8de4c5eb,"Chiều nay tôi được đồng nghiệp khen ngợi vì đã hoàn thành được một dự án nhỏ, dù không lớn nhưng cũng đủ để tôi cảm thấy hài lòng. Tuy nhiên, điều làm tôi thấy khó chịu là cách một số người trong nhóm đã nói về thành tích ấy, như thể chúng tôi chỉ là những cái cogs vô tri trong một hệ thống lớn lao. Điều đó khiến tôi cảm thấy mình không được tôn trọng, dù mọi việc vẫn diễn ra bình thường.",
llama-3-8b-instruct-3-8e2d1a8144,"Mùa dịch bệnh, khi toàn bộ xã hội phải sống trong một quy tắc khốn nạn, tôi lại phải đối mặt với vấn đề sức khỏe. Tự nhiên thấy lo lắng không yên, cứ nghĩ đến ngày mai là tim lại đập nhanh. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Tôi tưởng chừng mình đã chuẩn bị đủ, nhưng khi nghĩ lại, thì lại có những điều nhỏ bé nhưng quan trọng, những điều mình quên trong lúc bận rộn. Tim tôi lại đập nhanh, và tôi lại lo lắng. Có khi nào mình không lo lắng, có khi nào mình không sợ, nhưng trong lúc này, tôi chỉ cảm thấy như thế.",
llama-3-8b-instruct-3-ca0e73753b,"Tôi ngồi tại ghế học, tay giữ bút, mắt hướng về giấy tờ công việc. Nhưng cái đầu lại lo lắng, cứ nghĩ đến ngày mai là tim lại đập nhanh. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Tôi nghĩ về những công việc cần hoàn thành, về những nguy cơ có thể xảy ra. Sợ rằng mình không đủ khả năng để đối mặt với những thách thức. Sợ rằng những thành viên trong nhóm sẽ phụ thuộc vào tôi và tôi không thể làm tròn trách nhiệm. Tim của tôi đập mạnh, tôi cố gắng bình tĩnh, nhưng cảm giác lo lắng không thể đẩy đi.",
llama-3-8b-instruct-1-42918d667d,"Cả ngày vừa qua, tôi mới có một thành công nhỏ. Em được công ty phê duyệt một đề án kinh doanh mới. Nhưng cái cảm xúc trong tôi không bằng như những người khác. Tôi không thể cảm nhận hạnh phúc, chỉ cảm thấy buồn.

Nghiệp xong, tôi ngồi lại nhà, nhìn quanh và nghĩ lại chuyện lúc sáng. Tôi nhớ lại những ngày học, những khó khăn, những đêm tỉnh. Tất cả những khó khăn đã qua, giờ tôi mới có một thành công. Nhưng lại không thấy hạnh phúc. Cảm giác buồn cứ đeo mặt.",
qwen3-8b-6-6cdd0bf252,"Hôm nay mình lại lặp lại một thói quen cũ, ngồi trước máy tính, nhìn màn hình xanh lè mà chẳng biết viết gì. Chắc là vì mình quá mệt, hay có lẽ vì tâm trạng của mình đang ở trong một trạng thái ""bình thường nhưng không thật sự bình thường"". Mình không buồn, không vui, chỉ là cảm thấy như đang lơ lửng giữa không trung, không biết mình đang ở đâu. Có khi mình cũng muốn cười vào sự yếu đuối của mình, nhưng rồi lại thấy buồn vì sao mình lại yếu đuối đến vậy.",
llama-3-8b-instruct-4-aec503f6ba,"Mưa hôm qua tôi tham gia một buổi thực tập tại công ty, để cải thiện kỹ năng tiếng Anh. Tôi dự định sẽ tham gia với một nhóm người khác, nhưng khi đến nơi, tôi thấy toàn bộ nhóm những người này ngồi quanh một bàn với vẻ mặt sững sình. Tôi không hiểu sao họ lại làm chuyện đó được. Họ ngồi nhìn người khác, chứ không làm gì cả, và cả nhóm không có nói gì với nhau. Tôi cảm thấy ghê, chỉ muốn chạy đi ngay lập tức.

Tôi không thể hiểu sao họ lại có thể ngồi yên đó được, khi có thể làm nhiều chuyện khác hơn. Tôi thấy phiền toái và chán nản. Buổi thực tập của tôi đã trở thành một kinh nghiệm khó khăn.",
llama-3-8b-instruct-6-f15e0275fc,"Tôi đi khám bệnh chiều nay và nghe bác sĩ nói rằng tôi bị viêm phổi. Tôi không hiểu sao mình lại bị như vậy, thậm chí tôi còn chán đến mức không muốn đi khám bệnh nữa. Nhưng sau khi được giải quyết xong, tôi lại cảm thấy hơi buồn và lo lắng. Đừng như thế, mình sẽ phải chịu đau  trong một tuần nữa.",
llama-3-8b-instruct-4-2967520737,"Mẹ tôi lại nấu đói hôm nay. Tôi không hiểu sao cô ta có thể ra tay nấu một món ăn như vậy. Có lúc tôi tưởng cô ta có thể nấu được một cái bánh pizza, nhưng dường như không thể. Bánh pizza của cô ta đúng là một thứ ""đói"" thật sự.",
qwen3-8b-0-6d4ae42620,"Hôm nay mình có một khoảng thời gian thật yên bình và thoải mái, khiến mình cảm thấy như đang được nghỉ ngơi giữa nhịp sống hối hả. Mình dành cả buổi chiều để ngồi đọc một cuốn sách cũ, những trang giấy mỏng manh nhưng vẫn giữ nguyên hình dáng của nó, như thể nó đang kể lại câu chuyện của mình. Mình không vội vàng, không lo lắng, chỉ đơn giản là nghe tiếng gió thổi qua cửa sổ, nghe tiếng mình thở đều đều. Mình cảm thấy rất vui, không phải vui sướng kiểu hào nhoáng, mà là một sự thư giãn sâu thẳm từ bên trong, khiến mình muốn giữ lấy cảm giác ấy thật lâu.",
llama-3-8b-instruct-4-afd0ed6cf0,"Từng cố gắng tập thực tập với một vấn đề new, nhưng thật là khó chịu. Sáng nay, chúng tôi được yêu cầu làm một tiểu luận dài, và tôi mới thấy rằng mình không thể nghĩ ra một ý nào. Mọi ý của tôi đều như nhau, rất tầm thường. Và sau đó, bạn bè của tôi lại đi nói chuyện với nhau, để cho mình cảm thấy vô cùng ức oán. Từng cảm thấy mình không thể làm gì hơn, chỉ muốn bỏ cuộc và đi chơi. Từng muốn nói cho ai đó biết, nhưng dường như mình không thể làm được. Rất ghê, rất ức oán.",
qwen3-8b-0-1316902c02,"Sáng nay đi học về, mình ngồi yên một góc lớp, lướt qua từng trang bài làm, thấy lòng nhẹ nhõm hơn nhiều. Cảm giác như mình đã vượt qua một cơn thử thách nhỏ, không còn nặng trĩu những nỗi lo lắng như hôm trước. Mình không biết mình có giỏi không, nhưng lúc này, mình thấy mình đang ở trong một khoảnh khắc thật yên bình và vui vẻ.",
qwen3-8b-0-7b416bf598,"Hôm nay mình và đám bạn quyết định ""đi ăn"" nhưng hóa ra là đi ""đi chơi"" – ăn liên tục, cười liên hồi, nói chuyện như gà nói tiếng Việt, cuối cùng cả nhà mình đều mệt nhưng vui mà không biết vì sao.",
llama-3-8b-instruct-4-2a98336e4e,"Tôi đang ngồi ở nhà, không hiểu sao thời tiết hôm nay lại tồi tệ đến thế. Mưa rào vào như thế, ngô ngô nước đến ngã ngã. Tôi thật khinh ghê vì cái ngày này, chỉ muốn ở trong nhà và xem phim thôi.

Tâm trạng tôi thật tồi tệ, không hiểu sao người ta có thể xem mặt trời với nắng rào như vậy. Tôi chỉ muốn ẩn mặt, tránh mặt trời và những cơn mưa rào ghê rợ. Ngô ngô, tôi cảm thấy như thế, ghê và buồn.",
llama-3-8b-instruct-1-7a4ef81d26,"Cả ngày trôi qua như thế, tôi chỉ biết ngồi im lặng, không muốn làm gì. Mẹ tôi lại gọi tôi vào bếp, nói dối rằng cần giúp đỡ trong việc nấu ăn, nhưng tôi biết mình chẳng có tác động gì. Thậm chí, tôi còn không thể chịu được mùi của những cua rang vàng, thứ mình luôn yêu thích. Tới giờ đó, tôi chỉ biết buồn, buồn với mình, buồn với cuộc sống.",
qwen3-8b-2-a4c2a5a978,"Sáng nay, mình có dịp hoàn thành một dự án nhỏ mà mình đã theo đuổi suốt vài tuần. Khi nhìn thấy sản phẩm cuối cùng được giao thành công, cảm giác bừng sáng trong lòng khiến mình không khỏi xúc động. Cảm giác vui sướng ấy không pha lẫn cảm xúc khác, chỉ có sự hài lòng tinh tế khi biết mình đã thật sự làm được điều gì đó.",
qwen3-8b-3-1297b2592b,"Tôi ngồi im lặng bên cạnh cửa sổ, nhìn bóng chiều mờ nhạt dần, lòng như bị ai đó bóp nhẹ từ bên trong. Cơn ho và khó thở đến từng cơn, khiến tôi không thể che giấu sự thật: cơ thể đang dần rời xa tôi. Tôi sợ, không phải vì cái chết, mà vì những điều sẽ không còn xảy ra nữa.",
llama-3-8b-instruct-1-4938df0fb5,"Chính từ hôm qua, tôi lại phải trải qua một ngày nữa với sự lo lắng về tiền. Chi tiêu quá nhiều, thu nhập lại quá thấp. Cảm giác chán ngã, như mình đã bị vây bắt trong một vòng luân.

Tối hôm nay, tôi ngồi trên ghế, không muốn làm gì, chỉ nghĩ lại chuyện cũ. Nỗi lo về tiền cứ ngốn trong đầu, không cho tôi yên.",
llama-3-8b-instruct-0-309efff2ee,"Hôm nay, sau khi hoàn thành cuộc thực tập, tôi cảm thấy rất vui vẻ. Được tham gia vào một đội ngũ người học cùng với nhau, chia sẻ kinh nghiệm và ý tưởng, tôi cảm thấy mình đã được ""mở ra"" một cách toàn diện. Mọi người trong đội ngũ đều rất thân thiện, thoải mái, và tôi thấy mình có thể chia sẻ thoải mái hết mình. Cuộc thực tập hôm nay giúp tôi học được nhiều thứ, và tôi cảm thấy rất hạnh phúc sau khi hoàn thành.",
llama-3-8b-instruct-0-1886fde430,"Tôi vừa kết thúc một ngày làm việc dài, cảm thấy mình được ""ngủ"" một chút. Theo đó, họ và tôi lại ngồi một góc cafe sau giờ làm, chuyện trò ngù ngù về tương lai, về những giấc mơ và những giấc mộng. Nhiệm vụ, những vấn đề và những lo lắng bấy giờ dường như đều trở về đâu.",
qwen3-8b-4-827756c7e0,"Chiều nay, mình phải chứng kiến một đồng nghiệp xả rác công ty ngay giữa hành lang, thay vì đưa ra nơi quy định. Cảm giác ghê rợn, như thể mình đang đứng trước một hành vi vô văn minh, không biết chừa đường nào để thở.",
qwen3-8b-5-8f4c735232,"Chiều hôm qua, trong lúc lướt qua vài dòng tin nhắn trên mạng xã hội, mình bất ngờ nhận được một tin nhắn từ người bạn cũ, người mà mình nghĩ là đã không còn liên lạc suốt nhiều năm nay. Mình ngưng tay, tim đập nhanh hơn, không thể hiểu vì sao họ lại gửi tin nhắn vào lúc này. Tin nhắn ngắn gọn, chỉ vài chữ: ""Có chuyện cần nói với bạn"". Cái cảm giác bất ngờ ấy khiến mình hồi hộp, dò dẫm trong ký ức, cố tìm lại hình ảnh của người ấy trong quá khứ, như một mảnh ghép bị lạc mất rồi bỗng dưng lại xuất hiện giữa dòng đời. Cái surprise ấy không chỉ là tin nhắn, mà còn là một lời nhắc nhở về những mối quan hệ đã ngủ quên trong tâm tưởng mình.",
qwen3-8b-3-7c18fec6c7,"Tôi ngồi trước trang giấy, tay run run như có gì đó đang kéo từ trong người ra, cứ nghĩ đến bài thi mai là tim mình như muốn ngừng đập. Trong đầu toàn là những câu hỏi, những điều chưa chuẩn bị, sợ mình sẽ lỡ mất, sợ mình sẽ không đủ giỏi để vượt qua. Từng lúc một, tôi cảm thấy nỗi sợ bao phủ cả người, thật sự không biết mình có đủ can đảm để bước vào cái ngày đó không.",
qwen3-8b-3-9779ef942b,"Tôi không biết mình đã lỡ mất điều gì, chỉ biết rằng mọi thứ đã thay đổi, và tôi không thể quay lại như trước. Nỗi sợ không phải là vì tương lai, mà là vì quá khứ, vì những gì đã qua, và không thể trở lại.",
qwen3-8b-3-1901c55969,"Ngày hôm nay mình thật sự đã sợ đến độ tưởng như mình đang trong một bộ phim kinh dị. Mình không biết vì sao, nhưng cứ thấy mình đang đứng trước một đống công việc chưa xong, một cái bụng rỗng, và một cái đầu như muốn vỡ. Mình nghĩ chắc là mình đang bị sốc, vì sao lại có cảm giác như mình đang lâm bệnh viện tâm thần vậy? Mình sợ không kịp làm việc, sợ mình sẽ bị đau đầu, sợ mình sẽ không ăn nổi trưa, sợ cả cái cảm giác mệt mỏi cứ tràn về như nước. Đúng là sợ đến mức mình muốn xỉu ngay lúc này, nhưng lại sợ ngủ thì sáng mai còn tệ hơn. Mình thật sự cần một ly nước, một cái gối, và một lời an ủi từ ai đó.",
llama-3-8b-instruct-2-6504502039,"Mẹo tôi lại ốm dậy, và tôi cảm thấy như được chọc chặn vào con đường. Bức xúc, tức giận, tôi chán ngào với người khác, không muốn ai tiếp xúc với tôi nữa.",
qwen3-8b-4-a279b706e2,"Tôi nhìn thấy một video lên mạng, trong đó người ta bắt một con mèo và kéo nó đi bằng dây, còn miệng thì cười, không có vẻ gì đau đớn. Cảm giác ghê gợp và chán ghét, như thể họ đang đùa cợt với sự đau khổ của người khác.",
qwen3-8b-0-83dacaf31a,"Hôm nay em thi xong môn mình thích nhất, cảm giác như được bay thật, cứ nghĩ đến cái khoảnh khắc đó mà lòng vẫn hào hứng, nhẹ nhõm như vừa trốn khỏi lớp học suốt cả tuần.",
llama-3-8b-instruct-5-962a1cb716,"Tôi vừa nhận được tin xấu. Người ấy có gọi điện, nói rằng không thể nữa. Tôi ngỡ như bị đâmstraight vào tim. Thực sự không thể tin được.",
llama-3-8b-instruct-4-28532478f4,"Lần gặp anh sau dịp họp mặt, tôi cảm thấy khó chịu đến tận răng. Xem anh ăn uống quá nhiều, uống rượu nhiều hơn, rồi chửi mắng người khác, tôi không hiểu sao anh có thể làm chuyện như vậy được. Tôi đã quen với anh từ trước, nhưng giờ tôi cảm thấy như thể không quen nhau. Xem anh biến đổi như vậy, tôi không biết nên nói gì, nên làm gì. Tôi chỉ cảm thấy buồn và đau đớn vì dịp họp mặt vốn được hy vọng là dịp gặp gỡ, chia sẻ và vui vẻ.",
llama-3-8b-instruct-2-e7eda305ee,"Tôi mới gặp một việc khiến tôi tức lắm. Người khác lại nguyền tôi là nói sai, nhưng tôi không bao giờ nói sai. Có ai tin tôi đâu? Càng nghĩ càng tức, chỉ muốn đóng sầm cửa lại rồi ngồi im một lúc cho hạ hỏa.",
qwen3-8b-2-807c66c1d3,"Chiều nay, mình lại một lần nữa cảm thấy mình như người ngoài cuộc, đứng im giữa dòng người xô đẩy, không ai nhìn thấy mình đang đau đớn đến mức nào. Anh ấy đã nói những lời mà mình từng mơ ước sẽ được nghe, nhưng lại trong hoàn cảnh ngược lại, khiến mình muốn chôn chặt mọi cảm xúc vào trong lòng. Mình không giận anh ấy, nhưng cũng không biết mình đang giận điều gì. Chỉ có sự xa cách, sự im lặng giữa hai người, và mỗi lúc một vỡ tan như những mảnh kính màu, vỡ từng mảnh nhỏ, không còn cách nào dính lại.",
qwen3-8b-1-aba82982e5,"Hôm nay mình thấy mệt quá, ngay cả việc đứng dậy cũng khó. Có cảm giác như cơ thể mình đang nặng nề, không muốn làm gì cả, chỉ muốn trốn trong chiếc chăn, ngủ thật lâu.",
llama-3-8b-instruct-3-80e90c7347,"Tôi nhớ ngày hôm nay, khi ngồi ôm lấy chai cafe trong ban công, tôi không thể quên được nỗi lo lắng. Không ai bảo tôi sẽ lo lắng thế, nhưng điều gì lại làm cho tôi nhớ đến ngày mai? Bao nhiêu thứ đang được diễn ra, bao nhiêu vấn đề đang chờ tôi giải quyết. Tim tôi lại đập nhanh, giọng nói tôi ngất ngã. Sợ mình không chuẩn bị kịp, sợ mọi thứ vượt ngoài tầm kiểm soát. Sợ bị bỏ rơi, sợ mất người yêu. Tất cả những điều đó đã đẩy tôi vào một cơn lo lắng không giải.",
